"","FromChannelTitle","ChannelTitle","FromChannelId","ChannelId","Value"
"1796","Business Casual","Kento Bento","UC_E4px0RST-qFwXLJWBav8Q","UCLOwKVD0bYHxaDZxXkK4piw",1
"1797","Business Casual","National Geographic","UC_E4px0RST-qFwXLJWBav8Q","UCpVm7bg6pXKo1Pr6k5kxG9A",1
"1798","Business Casual","Origins Explained","UC_E4px0RST-qFwXLJWBav8Q","UCmLQqA5g62GIfQa9oME05wQ",1
"1799","Business Casual","The B1M","UC_E4px0RST-qFwXLJWBav8Q","UC6n8I1UDTKP1IWjQMg6_TwA",1
"1800","Business Casual","Valuetainment","UC_E4px0RST-qFwXLJWBav8Q","UCIHdDJ0tjn_3j-FS7s_X1kQ",1
"1801","Business Casual","Vox","UC_E4px0RST-qFwXLJWBav8Q","UCLXo7UDZvByw2ixzpQCufnA",1
"1802","Business Casual","Wendover Productions","UC_E4px0RST-qFwXLJWBav8Q","UC9RM-iSvTu1uPJb8X5yp3EQ",1
"1803","Business Casual","WIRED","UC_E4px0RST-qFwXLJWBav8Q","UCftwRNsjfRo08xYE31tkiyw",1
"1804","BuzzFeed News","ABC News (Australia)","UCf4FYTsGFFcdc68AUPIU3RA","UCVgO39Bk5sMo66-6o6Spn6Q",1
"1805","BuzzFeed News","Access","UCf4FYTsGFFcdc68AUPIU3RA","UCiKGMZZmZXK-RpbKJGXgH3Q",1
"1806","BuzzFeed News","Al Jazeera English","UCf4FYTsGFFcdc68AUPIU3RA","UCNye-wNBqNL5ZzHSJj3l8Bg",1
"1807","BuzzFeed News","Barcroft TV","UCf4FYTsGFFcdc68AUPIU3RA","UCfwx98Wty7LhdlkxL5PZyLA",1
"1808","BuzzFeed News","BBC Radio 1","UCf4FYTsGFFcdc68AUPIU3RA","UC-FQUIVQ-bZiefzBiQAa8Fw",1
"1809","BuzzFeed News","BE AMAZED","UCf4FYTsGFFcdc68AUPIU3RA","UCkQO3QsgTpNTsOw6ujimT5Q",1
"1810","BuzzFeed News","Great Big Story","UCf4FYTsGFFcdc68AUPIU3RA","UCajXeitgFL-rb5-gXI-aG8Q",1
"1811","BuzzFeed News","HiHo Kids","UCf4FYTsGFFcdc68AUPIU3RA","UCqa2MPu8bLY1PwVFUpSyVhQ",1
"1812","BuzzFeed News","Jubilee","UCf4FYTsGFFcdc68AUPIU3RA","UCJjSDX-jUChzOEyok9XYRJQ",1
"1813","BuzzFeed News","myworldisgettingdumber","UCf4FYTsGFFcdc68AUPIU3RA","UCNBG27S1kuMrx0oO19QUMPA",1
"1814","BuzzFeed News","PBS NewsHour","UCf4FYTsGFFcdc68AUPIU3RA","UC6ZFN9Tx6xh-skXCuRHCDpQ",1
"1815","BuzzFeed News","RT","UCf4FYTsGFFcdc68AUPIU3RA","UCpwvZwUam-URkxB7g4USKpg",1
"1816","BuzzFeed News","THAT IS IMPOSSIBLE","UCf4FYTsGFFcdc68AUPIU3RA","UCjCPA4n3dkHOnAFN7koLOlA",1
"1817","BuzzFeed News","The Feed","UCf4FYTsGFFcdc68AUPIU3RA","UCTILfqEQUVaVKPkny8QRE0w",1
"1818","BuzzFeed News","The Late Show with Stephen Colbert","UCf4FYTsGFFcdc68AUPIU3RA","UCMtFAi84ehTSYSE9XoHefig",1
"1819","BuzzFeed News","This Morning","UCf4FYTsGFFcdc68AUPIU3RA","UChFsYLqPUyLiZnfRog6wiZA",1
"1820","BuzzFeed News","VICE","UCf4FYTsGFFcdc68AUPIU3RA","UCn8zNIfYAQNdrFRrr8oibKw",1
"1821","BuzzFeed News","VICE News","UCf4FYTsGFFcdc68AUPIU3RA","UCZaT_X_mc0BI-djXOlfhqWQ",1
"1822","BuzzFeed News","Vogue","UCf4FYTsGFFcdc68AUPIU3RA","UCRXiA3h1no_PFkb1JCP0yMA",1
"1823","BuzzFeed News","Wall Street Journal","UCf4FYTsGFFcdc68AUPIU3RA","UCK7tptUDHh-RYDsdxO1-5QQ",1
"1824","BuzzFeedVideo","Ladylike","UCpko_-a4wgz2u_DgDgd9fqA","UCcOeS5aEIadAhKtJ9_VKAIw",1
"1825","BuzzFeedVideo","tlc uk","UCpko_-a4wgz2u_DgDgd9fqA","UC2vlpX8sNDBmPcY_1_QSGJg",1
"1826","BuzzFeedVideo","Top Trending","UCpko_-a4wgz2u_DgDgd9fqA","UCtg5C-d_3rPUgMaxr285mQQ",1
"1827","BuzzFeedVideo","WIRED","UCpko_-a4wgz2u_DgDgd9fqA","UCftwRNsjfRo08xYE31tkiyw",1
"1828","CasonVids","BBC Newsnight","UC2-T6B6ql-KRQaFfZrboQrQ","UC6o-wWU-v2ClFMwougmK7dA",1
"1829","CasonVids","Conservative Network","UC2-T6B6ql-KRQaFfZrboQrQ","UCyVR2BXeEUvOpjAb4EUEgKg",1
"1830","CasonVids","Fox News","UC2-T6B6ql-KRQaFfZrboQrQ","UCXIJgqnII2ZOINSWNOGFThA",1
"1831","CasonVids","Leo Deki","UC2-T6B6ql-KRQaFfZrboQrQ","UC9Gm9_USD9misw3FeKJ03ww",1
"1832","CasonVids","OxfordUnion","UC2-T6B6ql-KRQaFfZrboQrQ","UCY7dD6waquGnKTZSumPMTlQ",1
"1833","CasonVids","The Charisma Matrix","UC2-T6B6ql-KRQaFfZrboQrQ","UCs14Smim-bliHN4GBEom-Vg",1
"1834","CasonVids","TheOriginalPeople","UC2-T6B6ql-KRQaFfZrboQrQ","UCoSVqYZAptJUP7c6x6Fz57g",1
"1835","CasonVids","Tony's - 24/7 Eyes","UC2-T6B6ql-KRQaFfZrboQrQ","UCRPdcY4_Al8TrRtgkMzkrQQ",1
"1836","CasonVids","Unlimited TV","UC2-T6B6ql-KRQaFfZrboQrQ","UCZQKCZ6Zie4wP2t0fAT5_pA",1
"1837","CBC News","5-Minute Crafts","UCuFFtHWoLl5fauMMD5Ww2jA","UC295-Dw_tDNtZXFeAPAW6Aw",1
"1838","CBC News","Alux.com","UCuFFtHWoLl5fauMMD5Ww2jA","UCNjPtOCvMrKY5eLwr_-7eUg",1
"1839","CBC News","BBC","UCuFFtHWoLl5fauMMD5Ww2jA","UCCj956IF62FbT7Gouszaj9w",1
"1840","CBC News","BBC News","UCuFFtHWoLl5fauMMD5Ww2jA","UC16niRr50-MSBwiO3YDb3RA",1
"1841","CBC News","BBC Stories","UCuFFtHWoLl5fauMMD5Ww2jA","UCcgKRB26m6M3okTSP7C_UwA",1
"1842","CBC News","Channel 4","UCuFFtHWoLl5fauMMD5Ww2jA","UCz1hQ68G3XPVYEBoFDgSjcQ",1
"1843","CBC News","Comedy Central UK","UCuFFtHWoLl5fauMMD5Ww2jA","UCsv4YOF2RBYh0NQ1vuHQ-hg",1
"1844","CBC News","Interesting Facts","UCuFFtHWoLl5fauMMD5Ww2jA","UCV-oV8yecSfMZnzdKAhO_4A",1
"1845","CBC News","NJ.com","UCuFFtHWoLl5fauMMD5Ww2jA","UCUUWDzrkuEztzddaW_sgQbA",1
"1846","CBC News","ODN","UCuFFtHWoLl5fauMMD5Ww2jA","UCME81PohuzT1JMCsEtvsD2w",1
"1847","CBC News","PBS NewsHour","UCuFFtHWoLl5fauMMD5Ww2jA","UC6ZFN9Tx6xh-skXCuRHCDpQ",1
"1848","CBC News","Real Stories","UCuFFtHWoLl5fauMMD5Ww2jA","UCu4XcDBdnZkV6-5z2f16M0g",1
"1849","CBC News","Ridddle","UCuFFtHWoLl5fauMMD5Ww2jA","UC9Ep0Y4T5rvUuIfjKN1wqTw",1
"1850","CBC News","Smithsonian Channel","UCuFFtHWoLl5fauMMD5Ww2jA","UCWqPRUsJlZaDp-PVbqEch9g",1
"1851","CBC News","SoulPancake","UCuFFtHWoLl5fauMMD5Ww2jA","UCaDVcGDMkvcRb4qGARkWlyg",1
"1852","CBC News","TED","UCuFFtHWoLl5fauMMD5Ww2jA","UCAuUUnT6oDeKwE6v1NGQxug",1
"1853","CBC News","The B1M","UCuFFtHWoLl5fauMMD5Ww2jA","UC6n8I1UDTKP1IWjQMg6_TwA",1
"1854","CBC News","The Real Daytime","UCuFFtHWoLl5fauMMD5Ww2jA","UCdM8C3ufiI-i-I1XSugKVvg",1
"1855","CBC News","TheEllenShow","UCuFFtHWoLl5fauMMD5Ww2jA","UCp0hYYBW6IMayGgR-WeoCvQ",1
"1856","CBC News","tlc uk","UCuFFtHWoLl5fauMMD5Ww2jA","UC2vlpX8sNDBmPcY_1_QSGJg",1
"1857","CBC News","Top 10s","UCuFFtHWoLl5fauMMD5Ww2jA","UCRyIP2oznv4UPAl1jmKS5kA",1
"1858","CBC News","USA TODAY","UCuFFtHWoLl5fauMMD5Ww2jA","UCP6HGa63sBC7-KHtkme-p-g",1
"1859","CBC News","Vox","UCuFFtHWoLl5fauMMD5Ww2jA","UCLXo7UDZvByw2ixzpQCufnA",1
"1860","CBC News: The National","Access","UCKjU3KzdbJE1EFcHVqXC3_g","UCiKGMZZmZXK-RpbKJGXgH3Q",1
"1861","CBC News: The National","American Eye","UCKjU3KzdbJE1EFcHVqXC3_g","UC8cP3F7DseB_k-D1Afmstzw",1
"1862","CBC News: The National","Bloomberg","UCKjU3KzdbJE1EFcHVqXC3_g","UCUMZ7gohGI9HcU9VNsr2FJQ",1
"1863","CBC News: The National","Business Insider","UCKjU3KzdbJE1EFcHVqXC3_g","UCcyq283he07B7_KUX07mmtA",1
"1864","CBC News: The National","Channel 4 News","UCKjU3KzdbJE1EFcHVqXC3_g","UCTrQ7HXWRRxr7OsOtodr2_w",1
"1865","CBC News: The National","DW Documentary","UCKjU3KzdbJE1EFcHVqXC3_g","UCW39zufHfsuGgpLviKh297Q",1
"1866","CBC News: The National","Financial Times","UCKjU3KzdbJE1EFcHVqXC3_g","UCoUxsWakJucWg46KW5RsvPw",1
"1867","CBC News: The National","Fox News","UCKjU3KzdbJE1EFcHVqXC3_g","UCXIJgqnII2ZOINSWNOGFThA",1
"1868","CBC News: The National","FRANCE 24 English","UCKjU3KzdbJE1EFcHVqXC3_g","UCQfwfsi5VrQ8yKZ-UWmAEFg",1
"1869","CBC News: The National","Inside Edition","UCKjU3KzdbJE1EFcHVqXC3_g","UC9k-yiEpRHMNVOnOi_aQK8w",1
"1870","CBC News: The National","Movieclips","UCKjU3KzdbJE1EFcHVqXC3_g","UC3gNmTGu-TTbFPpfSs5kNkg",1
"1871","CBC News: The National","MSNBC","UCKjU3KzdbJE1EFcHVqXC3_g","UCaXkIU1QidjPwiAYu6GcHjg",1
"1872","CBC News: The National","ODN","UCKjU3KzdbJE1EFcHVqXC3_g","UCME81PohuzT1JMCsEtvsD2w",1
"1873","CBC News: The National","PBS NewsHour","UCKjU3KzdbJE1EFcHVqXC3_g","UC6ZFN9Tx6xh-skXCuRHCDpQ",1
"1874","CBC News: The National","SBS Dateline","UCKjU3KzdbJE1EFcHVqXC3_g","UCY_Bq1AF0xvPUjaAqV7kweA",1
"1875","CBC News: The National","Tech Insider","UCKjU3KzdbJE1EFcHVqXC3_g","UCVLZmDKeT-mV4H3ToYXIFYg",1
"1876","CBC News: The National","The Guardian","UCKjU3KzdbJE1EFcHVqXC3_g","UCHpw8xwDNhU9gdohEcJu4aA",1
"1877","CBC News: The National","The Late Show with Stephen Colbert","UCKjU3KzdbJE1EFcHVqXC3_g","UCMtFAi84ehTSYSE9XoHefig",1
"1878","CBC News: The National","The Young Turks","UCKjU3KzdbJE1EFcHVqXC3_g","UC1yBKRuGpC1tSM73A0ZjYjQ",1
"1879","CBC News: The National","This Morning","UCKjU3KzdbJE1EFcHVqXC3_g","UChFsYLqPUyLiZnfRog6wiZA",1
"1880","CBC News: The National","Top 10s","UCKjU3KzdbJE1EFcHVqXC3_g","UCRyIP2oznv4UPAl1jmKS5kA",1
"1881","CBC News: The National","USA TODAY","UCKjU3KzdbJE1EFcHVqXC3_g","UCP6HGa63sBC7-KHtkme-p-g",1
"1882","CBC News: The National","Vox","UCKjU3KzdbJE1EFcHVqXC3_g","UCLXo7UDZvByw2ixzpQCufnA",1
"1883","CBC News: The National","What Would You Do?","UCKjU3KzdbJE1EFcHVqXC3_g","UCwdo8-3UrfZ9scHPl0m4Ysg",1
"1884","Channel 4 News","60 Minutes Australia","UCTrQ7HXWRRxr7OsOtodr2_w","UC0L1suV8pVgO4pCAIBNGx5w",1
"1885","Channel 4 News","ABC COMEDY","UCTrQ7HXWRRxr7OsOtodr2_w","UCOeVhGZOgV_s0mOcVeGpatQ",1
"1886","Channel 4 News","Agatan Foundation","UCTrQ7HXWRRxr7OsOtodr2_w","UCb062gdTsC6FPvnzCPVvsTw",1
"1887","Channel 4 News","Alux.com","UCTrQ7HXWRRxr7OsOtodr2_w","UCNjPtOCvMrKY5eLwr_-7eUg",1
"1888","Channel 4 News","BuzzFeed Multiplayer","UCTrQ7HXWRRxr7OsOtodr2_w","UCBUVGPsJzc1U8SECMgBaMFw",1
"1889","Channel 4 News","CBC News: The National","UCTrQ7HXWRRxr7OsOtodr2_w","UCKjU3KzdbJE1EFcHVqXC3_g",1
"1890","Channel 4 News","Channel 4","UCTrQ7HXWRRxr7OsOtodr2_w","UCz1hQ68G3XPVYEBoFDgSjcQ",1
"1891","Channel 4 News","Charisma on Command","UCTrQ7HXWRRxr7OsOtodr2_w","UCU_W0oE_ock8bWKjALiGs8Q",1
"1892","Channel 4 News","Great Big Story","UCTrQ7HXWRRxr7OsOtodr2_w","UCajXeitgFL-rb5-gXI-aG8Q",1
"1893","Channel 4 News","Journeyman Pictures","UCTrQ7HXWRRxr7OsOtodr2_w","UCM2YmsRUeIbRkqjgNm0eTGQ",1
"1894","Channel 4 News","MSNBC","UCTrQ7HXWRRxr7OsOtodr2_w","UCaXkIU1QidjPwiAYu6GcHjg",1
"1895","Channel 4 News","Nicki Swift","UCTrQ7HXWRRxr7OsOtodr2_w","UC1DGpYiEiqBrQtYXFbLhMVQ",1
"1896","Channel 4 News","OxfordUnion","UCTrQ7HXWRRxr7OsOtodr2_w","UCY7dD6waquGnKTZSumPMTlQ",1
"1897","Channel 4 News","TED","UCTrQ7HXWRRxr7OsOtodr2_w","UCAuUUnT6oDeKwE6v1NGQxug",1
"1898","Channel 4 News","The Agenda with Steve Paikin","UCTrQ7HXWRRxr7OsOtodr2_w","UCu_u-P3cBFO7D-sAjxd_I-w",1
"1899","Channel 4 News","Think Club","UCTrQ7HXWRRxr7OsOtodr2_w","UCCAH6Iole0g5KZc2I1mScPA",1
"1900","Channel 4 News","This Morning","UCTrQ7HXWRRxr7OsOtodr2_w","UChFsYLqPUyLiZnfRog6wiZA",1
"1901","Channel 4 News","Unbelievable?","UCTrQ7HXWRRxr7OsOtodr2_w","UC0p2OAXVoo9M1Z126B3fe3w",1
"1902","Channel 4 News","Unreported World","UCTrQ7HXWRRxr7OsOtodr2_w","UClz-d22g9Lj7agZSbaRKuqA",1
"1903","Channel 4 News","VICE","UCTrQ7HXWRRxr7OsOtodr2_w","UCn8zNIfYAQNdrFRrr8oibKw",1
"1904","Channel 4 News","VICE News","UCTrQ7HXWRRxr7OsOtodr2_w","UCZaT_X_mc0BI-djXOlfhqWQ",1
"1905","Channel 4 News","viral-videos","UCTrQ7HXWRRxr7OsOtodr2_w","UCiI_jyH_0yttWG-m5fBYGmA",1
"1906","Channel 4 News","Vox","UCTrQ7HXWRRxr7OsOtodr2_w","UCLXo7UDZvByw2ixzpQCufnA",1
"1907","Channel 4 News","WatchMojo.com","UCTrQ7HXWRRxr7OsOtodr2_w","UCaWd5_7JhbQBe4dknZhsHJg",1
"1908","CNBC","ABC News (Australia)","UCvJJ_dzjViJCoLf5uKUTwoA","UCVgO39Bk5sMo66-6o6Spn6Q",1
"1909","CNBC","BEME News","UCvJJ_dzjViJCoLf5uKUTwoA","UCY0YIply-je0EhSWLgpftVw",1
"1910","CNBC","Bloomberg Technology","UCvJJ_dzjViJCoLf5uKUTwoA","UCrM7B7SL_g1edFOnmj-SDKg",1
"1911","CNBC","BRIGHT SIDE","UCvJJ_dzjViJCoLf5uKUTwoA","UC4rlAVgAK0SGk-yTfe48Qpw",1
"1912","CNBC","Business Insider","UCvJJ_dzjViJCoLf5uKUTwoA","UCcyq283he07B7_KUX07mmtA",1
"1913","CNBC","BuzzFeed Multiplayer","UCvJJ_dzjViJCoLf5uKUTwoA","UCBUVGPsJzc1U8SECMgBaMFw",1
"1914","CNBC","BuzzFeedVideo","UCvJJ_dzjViJCoLf5uKUTwoA","UCpko_-a4wgz2u_DgDgd9fqA",1
"1915","CNBC","Chill Pill","UCvJJ_dzjViJCoLf5uKUTwoA","UCyDXxspbkMB1dEiRHLoLjNw",1
"1916","CNBC","CNN Business","UCvJJ_dzjViJCoLf5uKUTwoA","UCe-4xQosMQGkIA8mT4sR98Q",1
"1917","CNBC","ESPN","UCvJJ_dzjViJCoLf5uKUTwoA","UCiWLfSweyRNmLpgEHekhoAg",1
"1918","CNBC","FRANCE 24 English","UCvJJ_dzjViJCoLf5uKUTwoA","UCQfwfsi5VrQ8yKZ-UWmAEFg",1
"1919","CNBC","Great Big Story","UCvJJ_dzjViJCoLf5uKUTwoA","UCajXeitgFL-rb5-gXI-aG8Q",1
"1920","CNBC","Motherboard","UCvJJ_dzjViJCoLf5uKUTwoA","UCB6PV0cvJpzlcXRG7nz6PpQ",1
"1921","CNBC","National Geographic","UCvJJ_dzjViJCoLf5uKUTwoA","UCpVm7bg6pXKo1Pr6k5kxG9A",1
"1922","CNBC","PolyMatter","UCvJJ_dzjViJCoLf5uKUTwoA","UCgNg3vwj3xt7QOrcIDaHdFg",1
"1923","CNBC","Smithsonian Channel","UCvJJ_dzjViJCoLf5uKUTwoA","UCWqPRUsJlZaDp-PVbqEch9g",1
"1924","CNBC","The Tonight Show Starring Jimmy Fallon","UCvJJ_dzjViJCoLf5uKUTwoA","UC8-Th83bH_thdKZDJCrn88g",1
"1925","CNBC","TheEllenShow","UCvJJ_dzjViJCoLf5uKUTwoA","UCp0hYYBW6IMayGgR-WeoCvQ",1
"1926","CNBC","This Morning","UCvJJ_dzjViJCoLf5uKUTwoA","UChFsYLqPUyLiZnfRog6wiZA",1
"1927","CNBC","What Would You Do?","UCvJJ_dzjViJCoLf5uKUTwoA","UCwdo8-3UrfZ9scHPl0m4Ysg",1
"1928","CNBC","WIRED","UCvJJ_dzjViJCoLf5uKUTwoA","UCftwRNsjfRo08xYE31tkiyw",1
"1929","CNN","ABC News (Australia)","UCupvZG-5ko_eiXAupbDfxWw","UCVgO39Bk5sMo66-6o6Spn6Q",1
"1930","CNN","BBC News","UCupvZG-5ko_eiXAupbDfxWw","UC16niRr50-MSBwiO3YDb3RA",1
"1931","CNN","BBC Three","UCupvZG-5ko_eiXAupbDfxWw","UCcjoLhqu3nyOFmdqF17LeBQ",1
"1932","CNN","CasonVids","UCupvZG-5ko_eiXAupbDfxWw","UC2-T6B6ql-KRQaFfZrboQrQ",1
"1933","CNN","CBC News","UCupvZG-5ko_eiXAupbDfxWw","UCuFFtHWoLl5fauMMD5Ww2jA",1
"1934","CNN","Channel 4","UCupvZG-5ko_eiXAupbDfxWw","UCz1hQ68G3XPVYEBoFDgSjcQ",1
"1935","CNN","Channel NewsAsia","UCupvZG-5ko_eiXAupbDfxWw","UC83jt4dlz1Gjl58fzQrrKZg",1
"1936","CNN","David Pakman Show","UCupvZG-5ko_eiXAupbDfxWw","UCvixJtaXuNdMPUGdOPcY8Ag",1
"1937","CNN","ESPN","UCupvZG-5ko_eiXAupbDfxWw","UCiWLfSweyRNmLpgEHekhoAg",1
"1938","CNN","Guardian News","UCupvZG-5ko_eiXAupbDfxWw","UCIRYBXDze5krPDzAEOxFGVA",1
"1939","CNN","Jimmy Kimmel Live","UCupvZG-5ko_eiXAupbDfxWw","UCa6vGFO9ty8v5KZJXQxdhaw",1
"1940","CNN","JustKorvac","UCupvZG-5ko_eiXAupbDfxWw","UCgM3RQlf33iqqOLLlvr_6bw",1
"1941","CNN","LastWeekTonight","UCupvZG-5ko_eiXAupbDfxWw","UC3XTzVzaHQEd30rQbuvCtTQ",1
"1942","CNN","Late Night with Seth Meyers","UCupvZG-5ko_eiXAupbDfxWw","UCVTyTA7-g9nopHeHbeuvpRA",1
"1943","CNN","Motivation Madness","UCupvZG-5ko_eiXAupbDfxWw","UCHbq_l1qnuomfJCYQTsWf_Q",1
"1944","CNN","OWN","UCupvZG-5ko_eiXAupbDfxWw","UCKBnlTTgEnhIXv_c4LvvyMQ",1
"1945","CNN","PBS NewsHour","UCupvZG-5ko_eiXAupbDfxWw","UC6ZFN9Tx6xh-skXCuRHCDpQ",1
"1946","CNN","RT","UCupvZG-5ko_eiXAupbDfxWw","UCpwvZwUam-URkxB7g4USKpg",1
"1947","CNN","Team Coco","UCupvZG-5ko_eiXAupbDfxWw","UCi7GJNg51C3jgmYTUwqoUXA",1
"1948","CNN","The Guardian","UCupvZG-5ko_eiXAupbDfxWw","UCHpw8xwDNhU9gdohEcJu4aA",1
"1949","CNN","VICE News","UCupvZG-5ko_eiXAupbDfxWw","UCZaT_X_mc0BI-djXOlfhqWQ",1
"1950","Comedy Central UK","#Mind Warehouse","UCsv4YOF2RBYh0NQ1vuHQ-hg","UCYenDLnIHsoqQ6smwKXQ7Hg",1
"1951","Comedy Central UK","Best of media channel","UCsv4YOF2RBYh0NQ1vuHQ-hg","UCOkLbCBgMHbq1BY6a8bVOrQ",1
"1952","Comedy Central UK","FilmArtsy","UCsv4YOF2RBYh0NQ1vuHQ-hg","UCJuq64HSc8KWJ3grvDrU3VA",1
"1953","Comedy Central UK","GLOBAL News","UCsv4YOF2RBYh0NQ1vuHQ-hg","UCDoiiV4ZS8wKU4S8bfp_nPA",1
"1954","Comedy Central UK","Good Morning Britain","UCsv4YOF2RBYh0NQ1vuHQ-hg","UCq18eeL7D9Vd8DhjMcLh9QQ",1
"1955","Comedy Central UK","Len Ken","UCsv4YOF2RBYh0NQ1vuHQ-hg","UCeBWh-0p7vgBeD6HOHBpfwQ",1
"1956","Comedy Central UK","Looper","UCsv4YOF2RBYh0NQ1vuHQ-hg","UCP1iRaFlS5EYjJBryFV9JPw",1
"1957","Comedy Central UK","Nicki Swift","UCsv4YOF2RBYh0NQ1vuHQ-hg","UC1DGpYiEiqBrQtYXFbLhMVQ",1
"1958","Comedy Central UK","Team Coco","UCsv4YOF2RBYh0NQ1vuHQ-hg","UCi7GJNg51C3jgmYTUwqoUXA",1
"1959","Comedy Central UK","The Doctors","UCsv4YOF2RBYh0NQ1vuHQ-hg","UCjH0RBT-7QhpSgLFnPLgD0Q",1
"1960","Comedy Central UK","The Young Turks","UCsv4YOF2RBYh0NQ1vuHQ-hg","UC1yBKRuGpC1tSM73A0ZjYjQ",1
"1961","Comedy Central UK","This Morning","UCsv4YOF2RBYh0NQ1vuHQ-hg","UChFsYLqPUyLiZnfRog6wiZA",1
"1962","Computing Forever","ABC COMEDY","UCT9D87j5W7PtE7NHOR5DUOQ","UCOeVhGZOgV_s0mOcVeGpatQ",1
"1963","Computing Forever","Andrew Says","UCT9D87j5W7PtE7NHOR5DUOQ","UCsBEpj5lncNQzTK5jEdZvTA",1
"1964","Computing Forever","Bite-sized Philosophy","UCT9D87j5W7PtE7NHOR5DUOQ","UCo9QgwWCNEhDxL1gH-jxa8Q",1
"1965","Computing Forever","Blaire White","UCT9D87j5W7PtE7NHOR5DUOQ","UCDmCBKaKOtOrEqgsL4-3C8Q",1
"1966","Computing Forever","Blonde in the Belly of the Beast","UCT9D87j5W7PtE7NHOR5DUOQ","UCpbyOgUSjTSPpvVUAT2OyHw",1
"1967","Computing Forever","BRIGHT SIDE","UCT9D87j5W7PtE7NHOR5DUOQ","UC4rlAVgAK0SGk-yTfe48Qpw",1
"1968","Computing Forever","Charisma on Command","UCT9D87j5W7PtE7NHOR5DUOQ","UCU_W0oE_ock8bWKjALiGs8Q",1
"1969","Computing Forever","ColdFusion","UCT9D87j5W7PtE7NHOR5DUOQ","UC4QZ_LsYcvcq7qOsOhpAX4A",1
"1970","Computing Forever","Independent Man","UCT9D87j5W7PtE7NHOR5DUOQ","UCjbgKUcTjpxmuW-8U0LR80Q",1
"1971","Computing Forever","Late Night with Seth Meyers","UCT9D87j5W7PtE7NHOR5DUOQ","UCVTyTA7-g9nopHeHbeuvpRA",1
"1972","Computing Forever","Motivation Madness","UCT9D87j5W7PtE7NHOR5DUOQ","UCHbq_l1qnuomfJCYQTsWf_Q",1
"1973","Computing Forever","National Geographic","UCT9D87j5W7PtE7NHOR5DUOQ","UCpVm7bg6pXKo1Pr6k5kxG9A",1
"1974","Computing Forever","OxfordUnion","UCT9D87j5W7PtE7NHOR5DUOQ","UCY7dD6waquGnKTZSumPMTlQ",1
"1975","Computing Forever","Paul Joseph Watson","UCT9D87j5W7PtE7NHOR5DUOQ","UCittVh8imKanO_5KohzDbpg",1
"1976","Computing Forever","PragerU","UCT9D87j5W7PtE7NHOR5DUOQ","UCZWlSUNDvCCS1hBiXV0zKcA",1
"1977","Computing Forever","RT Documentary","UCT9D87j5W7PtE7NHOR5DUOQ","UCx8LIRh6VuPamPrqYDNF2QQ",1
"1978","Computing Forever","Tech Insider","UCT9D87j5W7PtE7NHOR5DUOQ","UCVLZmDKeT-mV4H3ToYXIFYg",1
"1979","Computing Forever","The Dollar Vigilante","UCT9D87j5W7PtE7NHOR5DUOQ","UCpf2Lxgf10AjzBT4GIIgDJw",1
"1980","Computing Forever","The Liberty Hound","UCT9D87j5W7PtE7NHOR5DUOQ","UCsGg9JQ4X7u2A6gCEmtVRmw",1
"1981","Computing Forever","Top Lists","UCT9D87j5W7PtE7NHOR5DUOQ","UCpOlCpYDCelxVJWtbZsYOmQ",1
"1982","Computing Forever","VICE News","UCT9D87j5W7PtE7NHOR5DUOQ","UCZaT_X_mc0BI-djXOlfhqWQ",1
"1983","Computing Forever","VisualPolitik EN","UCT9D87j5W7PtE7NHOR5DUOQ","UCT3v6vL2H5HK4loLMc8pmCw",1
"1984","Conservative Network","AdamKokesh","UCyVR2BXeEUvOpjAb4EUEgKg","UC0RJJ_Wm7jyOU9eY10LgcwA",1
"1985","Conservative Network","Agatan Foundation","UCyVR2BXeEUvOpjAb4EUEgKg","UCb062gdTsC6FPvnzCPVvsTw",1
"1986","Conservative Network","Alux.com","UCyVR2BXeEUvOpjAb4EUEgKg","UCNjPtOCvMrKY5eLwr_-7eUg",1
"1987","Conservative Network","American Patriot","UCyVR2BXeEUvOpjAb4EUEgKg","UCG-k6xAc1QK8a9mjX2S1mNQ",1
"1988","Conservative Network","Amplex","UCyVR2BXeEUvOpjAb4EUEgKg","UC_kj5J9ET4JC97c8AwIZGTw",1
"1989","Conservative Network","Charisma on Command","UCyVR2BXeEUvOpjAb4EUEgKg","UCU_W0oE_ock8bWKjALiGs8Q",1
"1990","Conservative Network","Cognitive Thought","UCyVR2BXeEUvOpjAb4EUEgKg","UCswXSYM6yvFYZHZh7IrY6vw",1
"1991","Conservative Network","Domination Station","UCyVR2BXeEUvOpjAb4EUEgKg","UCqxzXCQqNQ9wSwHPtZKHrlQ",1
"1992","Conservative Network","Intense 6","UCyVR2BXeEUvOpjAb4EUEgKg","UCyYq-d8XvswYI8NJxj5RqHw",1
"1993","Conservative Network","James Allsup","UCyVR2BXeEUvOpjAb4EUEgKg","UCIZBXVGIJoJMXf8giib0IiQ",1
"1994","Conservative Network","Jimmy Kimmel Live","UCyVR2BXeEUvOpjAb4EUEgKg","UCa6vGFO9ty8v5KZJXQxdhaw",1
"1995","Conservative Network","Jon Snow - The Viral Network","UCyVR2BXeEUvOpjAb4EUEgKg","UCOBDYfMV8ckXEUA5F_kixNQ",1
"1996","Conservative Network","Ramble","UCyVR2BXeEUvOpjAb4EUEgKg","UCKMACxZluUV3GoqSyqsBWLg",1
