"","FromChannelTitle","ChannelTitle","FromChannelId","ChannelId","Recommends","RecommendedViews","RecommendsPerVideo"
"1221","Mike Cernovich","The Daily Wire","UC87YBeLMwXhgaw5tcCxsXgQ","UCaeO5vkdj5xOQHp4UmIN6dw",2,8907,0.05
"1222","Millennial Woes","Jean-Francois Gariépy","UCLfhh63n0fWn0gXXKQ5NWvw","UCowcNKm1w2GGw5U_XQeduhg",2,15107,0.013986013986014
"1223","Millennial Woes","Red Ice TV","UCLfhh63n0fWn0gXXKQ5NWvw","UCFUC7NaTxZanB_FVOJN92eg",2,18038,0.013986013986014
"1224","Millennial Woes","Sargon of Akkad","UCLfhh63n0fWn0gXXKQ5NWvw","UC-yewGHQbNFpDrGM0diZOLA",2,11982,0.013986013986014
"1225","Millennial Woes","The Iconoclast","UCLfhh63n0fWn0gXXKQ5NWvw","UClJ8Z0YvEm-ClFj3fdQgQkw",2,9713,0.013986013986014
"1226","No Bullshit","Black Pigeon Speaks","UCZNk7Jjb2t8EuBdgn4Zj1cw","UCmrLCXSDScliR7q8AxxjvXg",2,112093,0.0120481927710843
"1227","No Bullshit","Connors Conquest","UCZNk7Jjb2t8EuBdgn4Zj1cw","UCK70NBiy-dXseWDTfWDIVlQ",2,273997,0.0120481927710843
"1228","No Bullshit","GLOBAL News","UCZNk7Jjb2t8EuBdgn4Zj1cw","UCh2p1Pb4o-NXQsbL__ikakw",2,269526,0.0120481927710843
"1229","No Bullshit","Jimmy Kimmel Live","UCZNk7Jjb2t8EuBdgn4Zj1cw","UCa6vGFO9ty8v5KZJXQxdhaw",2,263904,0.0120481927710843
"1230","No Bullshit","JRE Clips","UCZNk7Jjb2t8EuBdgn4Zj1cw","UCnxGkOGNMqQEUMvroOWps6Q",2,158314,0.0120481927710843
"1231","No Bullshit","The Daily Wire","UCZNk7Jjb2t8EuBdgn4Zj1cw","UCaeO5vkdj5xOQHp4UmIN6dw",2,234574,0.0120481927710843
"1232","No Bullshit","The Liberty Hound","UCZNk7Jjb2t8EuBdgn4Zj1cw","UCsGg9JQ4X7u2A6gCEmtVRmw",2,172996,0.0120481927710843
"1233","NowThis World","CNN","UCgRvm1yLFoaQKhmaTqXk9SA","UCupvZG-5ko_eiXAupbDfxWw",2,174244,0.0285714285714286
"1234","NowThis World","Late Night with Seth Meyers","UCgRvm1yLFoaQKhmaTqXk9SA","UCVTyTA7-g9nopHeHbeuvpRA",2,31833,0.0285714285714286
"1235","NowThis World","PragerU","UCgRvm1yLFoaQKhmaTqXk9SA","UCZWlSUNDvCCS1hBiXV0zKcA",2,31833,0.0285714285714286
"1236","Operation Freedom","TheBlaze","UCJ-qLG1bdWVrHM-Hu2W73CQ","UCKgJEs_v0JB-6jWb8lIy9Xw",2,239001,0.0333333333333333
"1237","Operation Freedom","X22Report","UCJ-qLG1bdWVrHM-Hu2W73CQ","UCB1o7_gbFp2PLsamWxFenBg",2,239001,0.0333333333333333
"1238","Operation Freedom","X22Report Spotlight","UCJ-qLG1bdWVrHM-Hu2W73CQ","UC1rnp-CySclyhxyjA4f14WQ",2,206418,0.0333333333333333
"1239","Paul Joseph Watson","Connors Conquest","UCittVh8imKanO_5KohzDbpg","UCK70NBiy-dXseWDTfWDIVlQ",2,1057747,0.0377358490566038
"1240","Paul Joseph Watson","Fox News","UCittVh8imKanO_5KohzDbpg","UCXIJgqnII2ZOINSWNOGFThA",2,1041725,0.0377358490566038
"1241","Paul Joseph Watson","No Bullshit","UCittVh8imKanO_5KohzDbpg","UCZNk7Jjb2t8EuBdgn4Zj1cw",2,1084740,0.0377358490566038
"1242","Paul Joseph Watson","PragerU","UCittVh8imKanO_5KohzDbpg","UCZWlSUNDvCCS1hBiXV0zKcA",2,709660,0.0377358490566038
"1243","Paul Joseph Watson","Rebel Media","UCittVh8imKanO_5KohzDbpg","UCGy6uV7yqGWDeUWTZzT3ZEg",2,815938,0.0377358490566038
"1244","Paul Joseph Watson","StevenCrowder","UCittVh8imKanO_5KohzDbpg","UCIveFvW-ARp_B_RckhweNJw",2,729179,0.0377358490566038
"1245","Paul Joseph Watson","TheBlaze","UCittVh8imKanO_5KohzDbpg","UCKgJEs_v0JB-6jWb8lIy9Xw",2,842931,0.0377358490566038
"1246","Philip DeFranco","Al Jazeera English","UClFSU9_bUb4Rc6OYfTt5SPw","UCNye-wNBqNL5ZzHSJj3l8Bg",2,1863278,0.00970873786407767
"1247","Philip DeFranco","NBC News","UClFSU9_bUb4Rc6OYfTt5SPw","UCeY0bbntWzzVIaj2z3QigXg",2,2274612,0.00970873786407767
"1248","PowerfulJRE","StevenCrowder","UCzQUP1qoWDoEbmsQxvdjxgQ","UCIveFvW-ARp_B_RckhweNJw",2,2030499,0.0131578947368421
"1249","PragerU","Connors Conquest","UCZWlSUNDvCCS1hBiXV0zKcA","UCK70NBiy-dXseWDTfWDIVlQ",2,547781,0.0208333333333333
"1250","PragerU","Fleccas Talks","UCZWlSUNDvCCS1hBiXV0zKcA","UCIpwPuJsrboNnf200oV8cWQ",2,547781,0.0208333333333333
"1251","PragerU","John Stossel","UCZWlSUNDvCCS1hBiXV0zKcA","UCjo1uN-aM3rmBV46xj7l2KA",2,253415,0.0208333333333333
"1252","PragerU","MILO","UCZWlSUNDvCCS1hBiXV0zKcA","UC0aVoboXBUx2-tVIWHc3W2Q",2,474490,0.0208333333333333
"1253","PragerU","Rebel Media","UCZWlSUNDvCCS1hBiXV0zKcA","UCGy6uV7yqGWDeUWTZzT3ZEg",2,494304,0.0208333333333333
"1254","PragerU","StevenCrowder","UCZWlSUNDvCCS1hBiXV0zKcA","UCIveFvW-ARp_B_RckhweNJw",2,1125326,0.0208333333333333
"1255","Project Veritas Action","OpenMind","UCEE8w-v6Gg4j3ze3oX-urEw","UCw5pSFA1KVZJruigo_FVv2Q",2,169967,0.00869565217391304
"1256","Project Veritas Action","StudioBrule","UCEE8w-v6Gg4j3ze3oX-urEw","UC7PfGhJXlJiDs4jvGGGgqsQ",2,150205,0.00869565217391304
"1257","Project Veritas Action","The Josh Bernstein Show","UCEE8w-v6Gg4j3ze3oX-urEw","UC7K0wNhrt6fQdTj9zQQwLtw",2,116196,0.00869565217391304
"1258","Project Veritas Action","Tipping Point With Liz Wheeler on OAN","UCEE8w-v6Gg4j3ze3oX-urEw","UCMfKNuYXBc9bxb0fg2cGTBg",2,267113,0.00869565217391304
"1259","Project Veritas Action","Wall Street Journal","UCEE8w-v6Gg4j3ze3oX-urEw","UCK7tptUDHh-RYDsdxO1-5QQ",2,125599,0.00869565217391304
"1260","Real Time with Bill Maher","Roland S. Martin","UCy6kyFxaMqGtpE3pQTflK8A","UCjXB7nX8bL2U2sje8d212Yw",2,1884726,0.0206185567010309
"1261","ReasonTV","VICE News","UC0uVZd8N7FfIZnPu0y7o95A","UCZaT_X_mc0BI-djXOlfhqWQ",2,416421,0.0166666666666667
"1262","Red Ice TV","CNN","UCFUC7NaTxZanB_FVOJN92eg","UCupvZG-5ko_eiXAupbDfxWw",2,53011,0.0119760479041916
"1263","Red Ice TV","Democracy Now!","UCFUC7NaTxZanB_FVOJN92eg","UCzuqE7-t13O4NIDYJfakrhw",2,53011,0.0119760479041916
"1264","Red Ice TV","Millennial Woes","UCFUC7NaTxZanB_FVOJN92eg","UCLfhh63n0fWn0gXXKQ5NWvw",2,41560,0.0119760479041916
"1265","Red Ice TV","StevenCrowder","UCFUC7NaTxZanB_FVOJN92eg","UCIveFvW-ARp_B_RckhweNJw",2,122154,0.0119760479041916
"1266","Red Ice TV","StudioBrule","UCFUC7NaTxZanB_FVOJN92eg","UC7PfGhJXlJiDs4jvGGGgqsQ",2,278100,0.0119760479041916
"1267","Red Ice TV","TheRealNews","UCFUC7NaTxZanB_FVOJN92eg","UCrmm_7RDZJeQzq2-wvmjueg",2,37576,0.0119760479041916
"1268","Red Ice TV","Trump Fan Network","UCFUC7NaTxZanB_FVOJN92eg","UCtZIK88xkeTXf49BgVXs0HA",2,60029,0.0119760479041916
"1269","Red Ice TV","VOA News","UCFUC7NaTxZanB_FVOJN92eg","UCVSNOxehfALut52NbkfRBaA",2,39112,0.0119760479041916
"1270","Sargon of Akkad","Atheism-is-Unstoppable-2","UC-yewGHQbNFpDrGM0diZOLA","UCXyLkBdJzh3SfFw6GvHkXKw",2,438432,0.025
"1271","Sargon of Akkad","Black Pigeon Speaks","UC-yewGHQbNFpDrGM0diZOLA","UCmrLCXSDScliR7q8AxxjvXg",2,518558,0.025
"1272","Sargon of Akkad","Fox News","UC-yewGHQbNFpDrGM0diZOLA","UCXIJgqnII2ZOINSWNOGFThA",2,625285,0.025
"1273","Sargon of Akkad","Fox News Insider","UC-yewGHQbNFpDrGM0diZOLA","UCqlYzSgsh5jdtWYfVIBoTDw",2,625285,0.025
"1274","Sargon of Akkad","Real Time with Bill Maher","UC-yewGHQbNFpDrGM0diZOLA","UCy6kyFxaMqGtpE3pQTflK8A",2,423260,0.025
"1275","Sargon of Akkad","Styxhexenhammer666","UC-yewGHQbNFpDrGM0diZOLA","UC0rZoXAD5lxgBHMsjrGwWWQ",2,440732,0.025
"1276","Sargon of Akkad","The Iconoclast","UC-yewGHQbNFpDrGM0diZOLA","UClJ8Z0YvEm-ClFj3fdQgQkw",2,625285,0.025
"1277","Sargon of Akkad","The Rubin Report","UC-yewGHQbNFpDrGM0diZOLA","UCJdKr0Bgd_5saZYqLCa9mng",2,498204,0.025
"1278","Sargon of Akkad","YAFTV","UC-yewGHQbNFpDrGM0diZOLA","UC4-AGCUwX7C-D4BsBook9fQ",2,498204,0.025
"1279","SGTreport","Operation Freedom","UC2nQYGjfe9I_tgWpqgJorUg","UCJ-qLG1bdWVrHM-Hu2W73CQ",2,482692,0.0122699386503067
"1280","SGTreport","StudioBrule","UC2nQYGjfe9I_tgWpqgJorUg","UC7PfGhJXlJiDs4jvGGGgqsQ",2,1124292,0.0122699386503067
"1281","SGTreport","The Next News Network","UC2nQYGjfe9I_tgWpqgJorUg","UCLoNQH9RCndfUGOb2f7E1Ew",2,212960,0.0122699386503067
"1282","SGTreport","VICE News","UC2nQYGjfe9I_tgWpqgJorUg","UCZaT_X_mc0BI-djXOlfhqWQ",2,434056,0.0122699386503067
"1283","SJWCentral","Domination Station","UC-jlxuVAVEl2PXTaGno7gSA","UCqxzXCQqNQ9wSwHPtZKHrlQ",2,91148,0.04
"1284","Skavlan","The Late Show with Stephen Colbert","UCHkapYFq5ev4PDAxZQ_PF9Q","UCMtFAi84ehTSYSE9XoHefig",2,22794,0.0155038759689922
"1285","Skavlan","The Liberty Hound","UCHkapYFq5ev4PDAxZQ_PF9Q","UCsGg9JQ4X7u2A6gCEmtVRmw",2,617636,0.0155038759689922
"1286","Skavlan","The Rubin Report","UCHkapYFq5ev4PDAxZQ_PF9Q","UCJdKr0Bgd_5saZYqLCa9mng",2,319550,0.0155038759689922
"1287","SomeBlackGuy","James Allsup","UC7e57qWIEAZTQAaFwHpKdlw","UCIZBXVGIJoJMXf8giib0IiQ",2,107866,0.0416666666666667
"1288","Stefan Molyneux","Black Pigeon Speaks","UCC3L8QaxqEGUiBC252GHy3w","UCmrLCXSDScliR7q8AxxjvXg",2,106247,0.00995024875621891
"1289","Stefan Molyneux","kytekuttertv","UCC3L8QaxqEGUiBC252GHy3w","UCod8IyoN-ua9gDxlDpoEklQ",2,305075,0.00995024875621891
"1290","Stefan Molyneux","The Josh Bernstein Show","UCC3L8QaxqEGUiBC252GHy3w","UC7K0wNhrt6fQdTj9zQQwLtw",2,329601,0.00995024875621891
"1291","Stefan Molyneux","The Late Show with Stephen Colbert","UCC3L8QaxqEGUiBC252GHy3w","UCMtFAi84ehTSYSE9XoHefig",2,86666,0.00995024875621891
"1292","Stefan Molyneux","X22Report","UCC3L8QaxqEGUiBC252GHy3w","UCB1o7_gbFp2PLsamWxFenBg",2,163475,0.00995024875621891
"1293","StevenCrowder","Fleccas Talks","UCIveFvW-ARp_B_RckhweNJw","UCIpwPuJsrboNnf200oV8cWQ",2,283272,0.0285714285714286
"1294","StevenCrowder","The Rubin Report","UCIveFvW-ARp_B_RckhweNJw","UCJdKr0Bgd_5saZYqLCa9mng",2,883624,0.0285714285714286
"1295","StudioBrule","The Agenda with Steve Paikin","UC7PfGhJXlJiDs4jvGGGgqsQ","UCu_u-P3cBFO7D-sAjxd_I-w",2,71407,0.0740740740740741
"1296","StudioBrule","The Josh Bernstein Show","UC7PfGhJXlJiDs4jvGGGgqsQ","UC7K0wNhrt6fQdTj9zQQwLtw",2,1984868,0.0740740740740741
"1297","The Agenda with Steve Paikin","CNN","UCu_u-P3cBFO7D-sAjxd_I-w","UCupvZG-5ko_eiXAupbDfxWw",2,3186,0.00904977375565611
"1298","The Agenda with Steve Paikin","Faith J Goldy","UCu_u-P3cBFO7D-sAjxd_I-w","UClMWnUHbxJKJLUgloN1mPUA",2,6631,0.00904977375565611
"1299","The Agenda with Steve Paikin","MSNBC","UCu_u-P3cBFO7D-sAjxd_I-w","UCaXkIU1QidjPwiAYu6GcHjg",2,3575,0.00904977375565611
"1300","The Agenda with Steve Paikin","YAFTV","UCu_u-P3cBFO7D-sAjxd_I-w","UC4-AGCUwX7C-D4BsBook9fQ",2,3419,0.00904977375565611
"1301","The Atlantic","AJ+","UCK0z0_5uL7mb9IjntOKi5XQ","UCV3Nm3T-XAgVhKH9jT0ViRg",2,30243,0.0150375939849624
"1302","The Atlantic","Fox News","UCK0z0_5uL7mb9IjntOKi5XQ","UCXIJgqnII2ZOINSWNOGFThA",2,41540,0.0150375939849624
"1303","The Atlantic","PragerU","UCK0z0_5uL7mb9IjntOKi5XQ","UCZWlSUNDvCCS1hBiXV0zKcA",2,81824,0.0150375939849624
"1304","The Atlantic","ReasonTV","UCK0z0_5uL7mb9IjntOKi5XQ","UC0uVZd8N7FfIZnPu0y7o95A",2,122388,0.0150375939849624
"1305","The Daily Show with Trevor Noah","The Late Show with Stephen Colbert","UCwWhs_6x42TyRM4Wstoq8HA","UCMtFAi84ehTSYSE9XoHefig",2,202121,0.1
"1306","The Economist","CNBC","UC0p5jTq6Xx_DosDFxVXnWaQ","UCvJJ_dzjViJCoLf5uKUTwoA",2,811500,0.0175438596491228
"1307","The Economist","MSNBC","UC0p5jTq6Xx_DosDFxVXnWaQ","UCaXkIU1QidjPwiAYu6GcHjg",2,90188,0.0175438596491228
"1308","The Iconoclast","kytekuttertv","UClJ8Z0YvEm-ClFj3fdQgQkw","UCod8IyoN-ua9gDxlDpoEklQ",2,148010,0.03125
"1309","The Iconoclast","Rebel Media","UClJ8Z0YvEm-ClFj3fdQgQkw","UCGy6uV7yqGWDeUWTZzT3ZEg",2,75882,0.03125
"1310","The Liberty Hound","Domination Station","UCsGg9JQ4X7u2A6gCEmtVRmw","UCqxzXCQqNQ9wSwHPtZKHrlQ",2,281150,0.0222222222222222
"1311","The Liberty Hound","Fox News Insider","UCsGg9JQ4X7u2A6gCEmtVRmw","UCqlYzSgsh5jdtWYfVIBoTDw",2,206725,0.0222222222222222
"1312","The Liberty Hound","GLOBAL News","UCsGg9JQ4X7u2A6gCEmtVRmw","UCh2p1Pb4o-NXQsbL__ikakw",2,121872,0.0222222222222222
"1313","The Liberty Hound","James Allsup","UCsGg9JQ4X7u2A6gCEmtVRmw","UCIZBXVGIJoJMXf8giib0IiQ",2,156855,0.0222222222222222
"1314","The Liberty Hound","PBS NewsHour","UCsGg9JQ4X7u2A6gCEmtVRmw","UC6ZFN9Tx6xh-skXCuRHCDpQ",2,61820,0.0222222222222222
"1315","The Liberty Hound","Trump Fan Network","UCsGg9JQ4X7u2A6gCEmtVRmw","UCtZIK88xkeTXf49BgVXs0HA",2,348724,0.0222222222222222
"1316","The New Yorker","Late Night with Seth Meyers","UCsD-Qms-AkXDrsU962OicLw","UCVTyTA7-g9nopHeHbeuvpRA",2,8417,0.0140845070422535
"1317","The New Yorker","The Atlantic","UCsD-Qms-AkXDrsU962OicLw","UCK0z0_5uL7mb9IjntOKi5XQ",2,5765,0.0140845070422535
"1318","The New Yorker","The View","UCsD-Qms-AkXDrsU962OicLw","UCeH6qE4V7n5tVwP7NkdrtJg",2,6136,0.0140845070422535
"1319","The New Yorker","Vox","UCsD-Qms-AkXDrsU962OicLw","UCLXo7UDZvByw2ixzpQCufnA",2,55690,0.0140845070422535
"1320","The Rubin Report","PragerU","UCJdKr0Bgd_5saZYqLCa9mng","UCZWlSUNDvCCS1hBiXV0zKcA",2,255587,0.0147058823529412
"1321","Trevor Noah","The Late Show with Stephen Colbert","UC8bTQzxgvKkXDAaWkeuUlkg","UCMtFAi84ehTSYSE9XoHefig",2,297026,0.2
"1322","Turning Point USA","Connors Conquest","UCVrK_pMRp_q8IelpfUCTGLQ","UCK70NBiy-dXseWDTfWDIVlQ",2,125423,0.00952380952380952
"1323","Turning Point USA","Mark Dice","UCVrK_pMRp_q8IelpfUCTGLQ","UCzUV5283-l5c0oKRtyenj6Q",2,1742,0.00952380952380952
"1324","Turning Point USA","StevenCrowder","UCVrK_pMRp_q8IelpfUCTGLQ","UCIveFvW-ARp_B_RckhweNJw",2,5738,0.00952380952380952
"1325","Turning Point USA","The Liberty Hound","UCVrK_pMRp_q8IelpfUCTGLQ","UCsGg9JQ4X7u2A6gCEmtVRmw",2,30845,0.00952380952380952
"1326","Turning Point USA","The Young Turks","UCVrK_pMRp_q8IelpfUCTGLQ","UC1yBKRuGpC1tSM73A0ZjYjQ",2,14282,0.00952380952380952
"1327","Vox","The Economist","UCLXo7UDZvByw2ixzpQCufnA","UC0p5jTq6Xx_DosDFxVXnWaQ",2,760783,0.0273972602739726
"1328","Vox","The New Yorker","UCLXo7UDZvByw2ixzpQCufnA","UCsD-Qms-AkXDrsU962OicLw",2,760783,0.0273972602739726
"1329","Vox","Washington Post","UCLXo7UDZvByw2ixzpQCufnA","UCHd62-u_v4DvJ8TCFtpi4GA",2,1031952,0.0273972602739726
"1330","X22Report Spotlight","YAFTV","UC1rnp-CySclyhxyjA4f14WQ","UC4-AGCUwX7C-D4BsBook9fQ",2,98430,0.0285714285714286
"1331","YAFTV","Gad Saad","UC4-AGCUwX7C-D4BsBook9fQ","UCLH7qUqM0PLieCVaHA7RegA",2,22751,0.008
"1332","YAFTV","JRE Clips","UC4-AGCUwX7C-D4BsBook9fQ","UCnxGkOGNMqQEUMvroOWps6Q",2,845641,0.008
"1333","YAFTV","MILO","UC4-AGCUwX7C-D4BsBook9fQ","UC0aVoboXBUx2-tVIWHc3W2Q",2,23623,0.008
"1334","YAFTV","StudioBrule","UC4-AGCUwX7C-D4BsBook9fQ","UC7PfGhJXlJiDs4jvGGGgqsQ",2,576833,0.008
"1335","YAFTV","Timcast","UC4-AGCUwX7C-D4BsBook9fQ","UCe02lGcO-ahAURWuxAJnjdA",2,2369,0.008
"1336","YAFTV","Trump Fan Network","UC4-AGCUwX7C-D4BsBook9fQ","UCtZIK88xkeTXf49BgVXs0HA",2,193032,0.008
"1337","YAFTV","Turning Point USA","UC4-AGCUwX7C-D4BsBook9fQ","UCVrK_pMRp_q8IelpfUCTGLQ",2,22663,0.008
"1338","Adam Carolla","GLOBAL News","UC7qCAvNXX0Pi05tufrDN0XQ","UCh2p1Pb4o-NXQsbL__ikakw",1,1417,0.0125
"1339","Adam Carolla","HuffPost","UC7qCAvNXX0Pi05tufrDN0XQ","UCZfsrIV68Oegr5bJgAMLBDA",1,5374,0.0125
"1340","Adam Carolla","James Allsup","UC7qCAvNXX0Pi05tufrDN0XQ","UCIZBXVGIJoJMXf8giib0IiQ",1,5374,0.0125
"1341","Adam Carolla","PJ Media","UC7qCAvNXX0Pi05tufrDN0XQ","UCWq53_f3zgMcWuE-XFKSpyQ",1,319664,0.0125
"1342","Adam Carolla","PowerfulJRE","UC7qCAvNXX0Pi05tufrDN0XQ","UCzQUP1qoWDoEbmsQxvdjxgQ",1,5958,0.0125
"1343","Adam Carolla","Real Time with Bill Maher","UC7qCAvNXX0Pi05tufrDN0XQ","UCy6kyFxaMqGtpE3pQTflK8A",1,319664,0.0125
"1344","Adam Carolla","The Josh Bernstein Show","UC7qCAvNXX0Pi05tufrDN0XQ","UC7K0wNhrt6fQdTj9zQQwLtw",1,5318,0.0125
"1345","Adam Carolla","YAFTV","UC7qCAvNXX0Pi05tufrDN0XQ","UC4-AGCUwX7C-D4BsBook9fQ",1,319664,0.0125
"1346","AJ+","Real Time with Bill Maher","UCV3Nm3T-XAgVhKH9jT0ViRg","UCy6kyFxaMqGtpE3pQTflK8A",1,172224,0.0121951219512195
"1347","AJ+","Rebel HQ","UCV3Nm3T-XAgVhKH9jT0ViRg","UCuMo0RRtnNDuMB8DV5stEag",1,5608,0.0121951219512195
"1348","AJ+","Roland S. Martin","UCV3Nm3T-XAgVhKH9jT0ViRg","UCjXB7nX8bL2U2sje8d212Yw",1,5608,0.0121951219512195
"1349","AJ+","RT America","UCV3Nm3T-XAgVhKH9jT0ViRg","UCczrL-2b-gYK3l4yDld4XlQ",1,22156,0.0121951219512195
"1350","AJ+","The Jimmy Dore Show","UCV3Nm3T-XAgVhKH9jT0ViRg","UC3M7l8ved_rYQ45AVzS0RGA",1,22156,0.0121951219512195
"1351","AJ+","The Late Show with Stephen Colbert","UCV3Nm3T-XAgVhKH9jT0ViRg","UCMtFAi84ehTSYSE9XoHefig",1,172224,0.0121951219512195
"1352","AJ+","The New York Times","UCV3Nm3T-XAgVhKH9jT0ViRg","UCqnbDFdCpuN8CMEg0VuEBqA",1,26599,0.0121951219512195
"1353","AJ+","The Young Turks","UCV3Nm3T-XAgVhKH9jT0ViRg","UC1yBKRuGpC1tSM73A0ZjYjQ",1,172224,0.0121951219512195
"1354","American Renaissance","David Pakman Show","UCMLbmp5tcLxzahMLTmeM4lg","UCvixJtaXuNdMPUGdOPcY8Ag",1,12134,0.025
"1355","American Renaissance","Don't Walk, Run! Productions","UCMLbmp5tcLxzahMLTmeM4lg","UCwpDBy43upJR7LZLrgnKkPA",1,12134,0.025
"1356","American Renaissance","Fox News","UCMLbmp5tcLxzahMLTmeM4lg","UCXIJgqnII2ZOINSWNOGFThA",1,54455,0.025
"1357","American Renaissance","James Allsup","UCMLbmp5tcLxzahMLTmeM4lg","UCIZBXVGIJoJMXf8giib0IiQ",1,37238,0.025
"1358","American Renaissance","ReasonTV","UCMLbmp5tcLxzahMLTmeM4lg","UC0uVZd8N7FfIZnPu0y7o95A",1,29698,0.025
"1359","American Renaissance","Rebel Media","UCMLbmp5tcLxzahMLTmeM4lg","UCGy6uV7yqGWDeUWTZzT3ZEg",1,12134,0.025
"1360","American Renaissance","StudioBrule","UCMLbmp5tcLxzahMLTmeM4lg","UC7PfGhJXlJiDs4jvGGGgqsQ",1,54455,0.025
"1361","American Renaissance","The Liberty Hound","UCMLbmp5tcLxzahMLTmeM4lg","UCsGg9JQ4X7u2A6gCEmtVRmw",1,12134,0.025
"1362","BEME News","AJ+","UCY0YIply-je0EhSWLgpftVw","UCV3Nm3T-XAgVhKH9jT0ViRg",1,27254,0.0117647058823529
"1363","BEME News","Computing Forever","UCY0YIply-je0EhSWLgpftVw","UCT9D87j5W7PtE7NHOR5DUOQ",1,38831,0.0117647058823529
"1364","BEME News","PragerU","UCY0YIply-je0EhSWLgpftVw","UCZWlSUNDvCCS1hBiXV0zKcA",1,43554,0.0117647058823529
"1365","BEME News","The Agenda with Steve Paikin","UCY0YIply-je0EhSWLgpftVw","UCu_u-P3cBFO7D-sAjxd_I-w",1,106748,0.0117647058823529
"1366","BEME News","The Atlantic","UCY0YIply-je0EhSWLgpftVw","UCK0z0_5uL7mb9IjntOKi5XQ",1,27358,0.0117647058823529
"1367","BEME News","The Economist","UCY0YIply-je0EhSWLgpftVw","UC0p5jTq6Xx_DosDFxVXnWaQ",1,43554,0.0117647058823529
"1368","BEME News","The Josh Bernstein Show","UCY0YIply-je0EhSWLgpftVw","UC7K0wNhrt6fQdTj9zQQwLtw",1,38831,0.0117647058823529
"1369","BEME News","The New York Times","UCY0YIply-je0EhSWLgpftVw","UCqnbDFdCpuN8CMEg0VuEBqA",1,24488,0.0117647058823529
"1370","Black Pigeon Speaks","AdamKokesh","UCmrLCXSDScliR7q8AxxjvXg","UC0RJJ_Wm7jyOU9eY10LgcwA",1,326223,0.0119047619047619
"1371","Black Pigeon Speaks","Computing Forever","UCmrLCXSDScliR7q8AxxjvXg","UCT9D87j5W7PtE7NHOR5DUOQ",1,99223,0.0119047619047619
"1372","Black Pigeon Speaks","Don't Walk, Run! Productions","UCmrLCXSDScliR7q8AxxjvXg","UCwpDBy43upJR7LZLrgnKkPA",1,597978,0.0119047619047619
"1373","Black Pigeon Speaks","James Allsup","UCmrLCXSDScliR7q8AxxjvXg","UCIZBXVGIJoJMXf8giib0IiQ",1,93785,0.0119047619047619
"1374","Black Pigeon Speaks","Lauren Chen","UCmrLCXSDScliR7q8AxxjvXg","UCLUrVTVTA3PnUFpYvpfMcpg",1,128031,0.0119047619047619
"1375","Black Pigeon Speaks","Mark Dice","UCmrLCXSDScliR7q8AxxjvXg","UCzUV5283-l5c0oKRtyenj6Q",1,597978,0.0119047619047619
"1376","Black Pigeon Speaks","No Bullshit","UCmrLCXSDScliR7q8AxxjvXg","UCZNk7Jjb2t8EuBdgn4Zj1cw",1,597978,0.0119047619047619
"1377","Black Pigeon Speaks","One America News Network","UCmrLCXSDScliR7q8AxxjvXg","UCNbIDJNNgaRrXOD7VllIMRQ",1,238236,0.0119047619047619
"1378","Black Pigeon Speaks","OpenMind","UCmrLCXSDScliR7q8AxxjvXg","UCw5pSFA1KVZJruigo_FVv2Q",1,128031,0.0119047619047619
"1379","Black Pigeon Speaks","Operation Freedom","UCmrLCXSDScliR7q8AxxjvXg","UCJ-qLG1bdWVrHM-Hu2W73CQ",1,151214,0.0119047619047619
"1380","Black Pigeon Speaks","Paul Joseph Watson","UCmrLCXSDScliR7q8AxxjvXg","UCittVh8imKanO_5KohzDbpg",1,128031,0.0119047619047619
"1381","Black Pigeon Speaks","Rebel Media","UCmrLCXSDScliR7q8AxxjvXg","UCGy6uV7yqGWDeUWTZzT3ZEg",1,238236,0.0119047619047619
"1382","Black Pigeon Speaks","Roland S. Martin","UCmrLCXSDScliR7q8AxxjvXg","UCjXB7nX8bL2U2sje8d212Yw",1,93785,0.0119047619047619
"1383","Black Pigeon Speaks","SGTreport","UCmrLCXSDScliR7q8AxxjvXg","UC2nQYGjfe9I_tgWpqgJorUg",1,238236,0.0119047619047619
"1384","Black Pigeon Speaks","StudioBrule","UCmrLCXSDScliR7q8AxxjvXg","UC7PfGhJXlJiDs4jvGGGgqsQ",1,326223,0.0119047619047619
"1385","Black Pigeon Speaks","Styxhexenhammer666","UCmrLCXSDScliR7q8AxxjvXg","UC0rZoXAD5lxgBHMsjrGwWWQ",1,326223,0.0119047619047619
"1386","Black Pigeon Speaks","The Thinkery","UCmrLCXSDScliR7q8AxxjvXg","UCpiCH7qvGVlzMOqy3dncA5Q",1,151214,0.0119047619047619
"1387","Black Pigeon Speaks","Tim Pool","UCmrLCXSDScliR7q8AxxjvXg","UCG749Dj4V2fKa143f8sE60Q",1,597978,0.0119047619047619
"1388","Black Pigeon Speaks","Timcast","UCmrLCXSDScliR7q8AxxjvXg","UCe02lGcO-ahAURWuxAJnjdA",1,128031,0.0119047619047619
"1389","Black Pigeon Speaks","Tony's - 24/7 Eyes","UCmrLCXSDScliR7q8AxxjvXg","UCRPdcY4_Al8TrRtgkMzkrQQ",1,128031,0.0119047619047619
"1390","Black Pigeon Speaks","Wall Street Journal","UCmrLCXSDScliR7q8AxxjvXg","UCK7tptUDHh-RYDsdxO1-5QQ",1,118633,0.0119047619047619
